Moeda,Data,Abertura,Fechamento,Variação [%],Dia da Semana
Aave,2020-10-05,52.68,53.22,1.025056947608199,Segunda-feira
Aave,2020-10-06,53.29,42.4,-20.435353724901482,Terça-feira
Aave,2020-10-07,42.4,40.08,-5.471698113207548,Quarta-feira
Aave,2020-10-08,39.89,43.76,9.701679618952113,Quinta-feira
Aave,2020-10-09,43.76,46.82,6.992687385740408,Sexta-feira
Aave,2020-10-10,46.82,49.13,4.933788979068779,Sábado
Aave,2020-10-11,49.13,49.66,1.0787706085894444,Domingo
Aave,2020-10-12,49.66,52.24,5.195328231977458,Segunda-feira
Aave,2020-10-13,52.24,51.12,-2.143950995405828,Terça-feira
Aave,2020-10-14,51.37,51.32,-0.0973330737784644,Quarta-feira
Aave,2020-10-15,51.39,44.02,-14.341311539209958,Quinta-feira
Aave,2020-10-16,42.89,39.5,-7.903940312427141,Sexta-feira
Aave,2020-10-17,39.49,41.37,4.760698911116727,Sábado
Aave,2020-10-18,41.39,40.75,-1.546267214302973,Domingo
Aave,2020-10-19,40.84,36.01,-11.826640548481892,Segunda-feira
Aave,2020-10-20,36.04,32.18,-10.710321864594894,Terça-feira
Aave,2020-10-21,32.25,35.16,9.023255813953478,Quarta-feira
Aave,2020-10-22,35.1,38.03,8.347578347578347,Quinta-feira
Aave,2020-10-23,37.73,41.69,10.495626822157437,Sexta-feira
Aave,2020-10-24,41.69,39.46,-5.349004557447822,Sábado
Aave,2020-10-25,39.46,37.9,-3.953370501773954,Domingo
Aave,2020-10-26,37.9,36.03,-4.934036939313978,Segunda-feira
Aave,2020-10-27,36.03,34.87,-3.219539272828209,Terça-feira
Aave,2020-10-28,34.87,32.39,-7.112130771436758,Quarta-feira
Aave,2020-10-29,32.39,29.1,-10.157456004939794,Quinta-feira
Aave,2020-10-30,29.1,31.22,7.2852233676975855,Sexta-feira
Aave,2020-10-31,31.22,29.71,-4.836643177450346,Sábado
Aave,2020-11-01,29.71,30.66,3.1975765735442585,Domingo
Aave,2020-11-02,30.66,29.73,-3.0332681017612515,Segunda-feira
Aave,2020-11-03,29.73,28.04,-5.684493777329301,Terça-feira
Aave,2020-11-04,28.04,27.72,-1.1412268188302437,Quarta-feira
Aave,2020-11-05,27.72,30.96,11.688311688311696,Quinta-feira
Aave,2020-11-06,30.96,38.46,24.224806201550386,Sexta-feira
Aave,2020-11-07,38.46,44.6,15.964638585543423,Sábado
Aave,2020-11-08,44.6,53.75,20.51569506726457,Domingo
Aave,2020-11-09,53.75,54.89,2.1209302325581403,Segunda-feira
Aave,2020-11-10,54.89,67.0,22.062306431043904,Terça-feira
Aave,2020-11-11,67.0,54.7,-18.358208955223876,Quarta-feira
Aave,2020-11-12,54.7,51.63,-5.612431444241317,Quinta-feira
Aave,2020-11-13,51.63,63.4,22.796823552198326,Sexta-feira
Aave,2020-11-14,63.4,67.02,5.709779179810721,Sábado
Aave,2020-11-15,67.02,64.24,-4.148015517755896,Domingo
Aave,2020-11-16,64.24,71.77,11.72166874221669,Segunda-feira
Aave,2020-11-17,73.25,78.44,7.085324232081907,Terça-feira
Aave,2020-11-18,78.44,75.23,-4.092299847016821,Quarta-feira
Aave,2020-11-19,75.23,75.86,0.8374318755815439,Quinta-feira
Aave,2020-11-20,75.86,75.07,-1.04139203796468,Sexta-feira
Aave,2020-11-21,75.07,70.42,-6.194218729186082,Sábado
Aave,2020-11-22,70.42,68.42,-2.8401022436807724,Domingo
Aave,2020-11-23,68.42,71.84,4.998538439052911,Segunda-feira
Aave,2020-11-24,71.86,66.74,-7.124965210130816,Terça-feira
Aave,2020-11-25,66.72,61.81,-7.359112709832129,Quarta-feira
Aave,2020-11-26,61.82,63.99,3.510190876738922,Quinta-feira
Aave,2020-11-27,64.01,60.74,-5.108576784877368,Sexta-feira
Aave,2020-11-28,60.75,63.95,5.267489711934161,Sábado
Aave,2020-11-29,63.95,68.85,7.662236121970276,Domingo
Aave,2020-11-30,68.86,76.42,10.978797560267212,Segunda-feira
Aave,2020-12-01,76.42,74.87,-2.0282648521329456,Terça-feira
Aave,2020-12-02,74.86,86.32,15.308576008549284,Quarta-feira
Aave,2020-12-03,86.38,91.68,6.135679555452665,Quinta-feira
Aave,2020-12-04,91.68,81.64,-10.951134380453759,Sexta-feira
Aave,2020-12-05,81.59,91.92,12.660865302120355,Sábado
Aave,2020-12-06,91.95,87.96,-4.33931484502448,Domingo
Aave,2020-12-07,87.96,90.96,3.4106412005457027,Segunda-feira
Aave,2020-12-08,90.95,79.95,-12.094557449147883,Terça-feira
Aave,2020-12-09,79.92,82.11,2.7402402402402375,Quarta-feira
Aave,2020-12-10,82.18,76.65,-6.729131175468485,Quinta-feira
Aave,2020-12-11,76.63,74.73,-2.4794466918961136,Sexta-feira
Aave,2020-12-12,74.68,77.55,3.84306373861809,Sábado
Aave,2020-12-13,77.59,83.43,7.526743137002195,Domingo
Aave,2020-12-14,83.45,86.14,3.2234871180347486,Segunda-feira
Aave,2020-12-15,86.15,87.26,1.2884503772489837,Terça-feira
Aave,2020-12-16,87.23,87.23,0.0,Quarta-feira
Aave,2020-12-17,87.23,85.08,-2.4647483663877168,Quinta-feira
Aave,2020-12-18,85.09,89.77,5.500058761311544,Sexta-feira
Aave,2020-12-19,89.83,89.01,-0.9128353556718171,Sábado
Aave,2020-12-20,88.98,85.97,-3.382782647786025,Domingo
Aave,2020-12-21,85.97,81.31,-5.42049552169361,Segunda-feira
Aave,2020-12-22,81.23,84.11,3.545488120152647,Terça-feira
Aave,2020-12-23,84.1,75.22,-10.558858501783586,Quarta-feira
Aave,2020-12-24,75.32,80.26,6.558682952735014,Quinta-feira
Aave,2020-12-25,80.26,79.8,-0.5731373037627808,Sexta-feira
Aave,2020-12-26,79.82,74.87,-6.201453269857165,Sábado
Aave,2020-12-27,74.88,76.97,2.791132478632483,Domingo
Aave,2020-12-28,76.91,81.88,6.462098556754647,Segunda-feira
Aave,2020-12-29,81.87,77.9,-4.849151093196529,Terça-feira
Aave,2020-12-30,77.91,80.89,3.8249261968938573,Quarta-feira
Aave,2020-12-31,80.86,87.53,8.24882512985407,Quinta-feira
Aave,2021-01-01,87.54,90.35,3.2099611606122775,Sexta-feira
Aave,2021-01-02,90.38,85.71,-5.167072361141848,Sábado
Aave,2021-01-03,85.71,91.1,6.28864776572162,Domingo
Aave,2021-01-04,91.23,111.13,21.813000109613057,Segunda-feira
Aave,2021-01-05,111.15,116.45,4.768331084120555,Terça-feira
Aave,2021-01-06,116.5,115.0,-1.2875536480686696,Quarta-feira
Aave,2021-01-07,114.98,114.94,-0.03478865889720495,Quinta-feira
Aave,2021-01-08,114.88,111.7,-2.768105849582166,Sexta-feira
Aave,2021-01-09,111.7,117.67,5.344673231871082,Sábado
Aave,2021-01-10,117.67,126.2,7.249086428146512,Domingo
Aave,2021-01-11,126.15,115.6,-8.36305984938566,Segunda-feira
Aave,2021-01-12,115.44,126.05,9.19092169092169,Terça-feira
Aave,2021-01-13,126.11,147.47,16.93759416382523,Quarta-feira
Aave,2021-01-14,147.18,147.26,0.05435521130587313,Quinta-feira
Aave,2021-01-15,147.33,162.58,10.350912916581823,Sexta-feira
Aave,2021-01-16,162.69,182.93,12.440838404327254,Sábado
Aave,2021-01-17,182.37,186.26,2.133026265284853,Domingo
Aave,2021-01-18,186.19,197.66,6.160373811697728,Segunda-feira
Aave,2021-01-19,197.72,187.51,-5.163868096297799,Terça-feira
Aave,2021-01-20,187.13,193.34,3.3185486025757536,Quarta-feira
Aave,2021-01-21,193.32,159.99,-17.24084419615145,Quinta-feira
Aave,2021-01-22,159.88,188.28,17.763322491868905,Sexta-feira
Aave,2021-01-23,187.97,210.37,11.91679523328191,Sábado
Aave,2021-01-24,210.61,264.85,25.753762879255497,Domingo
Aave,2021-01-25,264.26,249.74,-5.494588662680687,Segunda-feira
Aave,2021-01-26,249.2,272.36,9.293739967897281,Terça-feira
Aave,2021-01-27,272.68,282.44,3.5792870764265774,Quarta-feira
Aave,2021-01-28,282.19,297.41,5.393529182465724,Quinta-feira
Aave,2021-01-29,292.27,286.9,-1.8373421835973605,Sexta-feira
Aave,2021-01-30,286.97,313.09,9.10199672439626,Sábado
Aave,2021-01-31,313.89,300.06,-4.406002102647419,Domingo
Aave,2021-02-01,300.04,295.66,-1.459805359285427,Segunda-feira
Aave,2021-02-02,295.75,301.12,1.8157227387996633,Terça-feira
Aave,2021-02-03,301.1,365.6,21.421454666223845,Quarta-feira
Aave,2021-02-04,366.33,466.48,27.338738296071856,Quinta-feira
Aave,2021-02-05,465.21,506.77,8.933599879624257,Sexta-feira
Aave,2021-02-06,506.39,472.33,-6.726041193546477,Sábado
Aave,2021-02-07,472.6,461.51,-2.3465933135844335,Domingo
Aave,2021-02-08,461.8,490.34,6.180164573408394,Segunda-feira
Aave,2021-02-09,490.01,488.0,-0.4101957102916248,Terça-feira
Aave,2021-02-10,487.7,517.97,6.206684437153996,Quarta-feira
Aave,2021-02-11,516.33,518.07,0.3369937830457283,Quinta-feira
Aave,2021-02-12,517.91,529.9,2.3150740476144525,Sexta-feira
Aave,2021-02-13,529.83,494.56,-6.656852197874796,Sábado
Aave,2021-02-14,494.71,471.61,-4.6694022760809295,Domingo
Aave,2021-02-15,470.92,455.61,-3.251082986494522,Segunda-feira
Aave,2021-02-16,454.71,431.53,-5.0977546128301565,Terça-feira
Aave,2021-02-17,431.42,449.6,4.213991006443838,Quarta-feira
Aave,2021-02-18,449.05,440.51,-1.9017926734216724,Quinta-feira
Aave,2021-02-19,440.5,422.24,-4.145289443813846,Sexta-feira
Aave,2021-02-20,421.83,442.02,4.786288315198065,Sábado
Aave,2021-02-21,441.28,435.85,-1.2305112400289953,Domingo
Aave,2021-02-22,435.88,400.88,-8.029732954024043,Segunda-feira
Aave,2021-02-23,400.78,359.5,-10.29991516542741,Terça-feira
Aave,2021-02-24,360.21,367.23,1.9488631631548372,Quarta-feira
Aave,2021-02-25,367.22,337.5,-8.093241108872071,Quinta-feira
Aave,2021-02-26,338.28,323.11,-4.484450750857266,Sexta-feira
Aave,2021-02-27,323.38,334.36,3.3953862329148423,Sábado
Aave,2021-02-28,334.36,344.87,3.1433185787773628,Domingo
Aave,2021-03-01,345.19,385.42,11.654451171818424,Segunda-feira
Aave,2021-03-02,385.59,390.93,1.3848906869991524,Terça-feira
Aave,2021-03-03,390.92,396.31,1.3787987311981955,Quarta-feira
Aave,2021-03-04,396.02,374.57,-5.416393111459015,Quinta-feira
Aave,2021-03-05,374.32,367.13,-1.9208164137636243,Sexta-feira
Aave,2021-03-06,366.82,382.02,4.14372171637315,Sábado
Aave,2021-03-07,382.12,407.15,6.550298335601375,Domingo
Aave,2021-03-08,407.25,430.63,5.740945365254756,Segunda-feira
Aave,2021-03-09,430.78,439.33,1.9847718092761992,Terça-feira
Aave,2021-03-10,439.13,408.26,-7.029808940404893,Quarta-feira
Aave,2021-03-11,407.41,403.51,-0.9572666355759638,Quinta-feira
Aave,2021-03-12,403.59,374.71,-7.15577690230184,Sexta-feira
Aave,2021-03-13,374.79,405.39,8.16457216040982,Sábado
Aave,2021-03-14,405.36,381.08,-5.989737517268607,Domingo
Aave,2021-03-15,380.7,369.02,-3.0680325715786725,Segunda-feira
Aave,2021-03-16,369.0,371.22,0.60162601626017,Terça-feira
Aave,2021-03-17,371.33,379.12,2.097864433253446,Quarta-feira
Aave,2021-03-18,378.93,363.1,-4.177552582271128,Quinta-feira
Aave,2021-03-19,363.01,369.38,1.7547725957962605,Sexta-feira
Aave,2021-03-20,369.18,372.48,0.8938729075247877,Sábado
Aave,2021-03-21,372.51,370.15,-0.6335400391935824,Domingo
Aave,2021-03-22,370.24,344.32,-7.000864304235095,Segunda-feira
Aave,2021-03-23,344.17,337.71,-1.8769793997152677,Terça-feira
Aave,2021-03-24,337.5,322.38,-4.480000000000001,Quarta-feira
Aave,2021-03-25,322.13,328.22,1.890541085897008,Quinta-feira
Aave,2021-03-26,328.15,355.61,8.368124333384134,Sexta-feira
Aave,2021-03-27,355.47,348.59,-1.935465721439236,Sábado
Aave,2021-03-28,348.47,346.19,-0.6542887479553561,Domingo
Aave,2021-03-29,345.96,360.32,4.150768875014457,Segunda-feira
Aave,2021-03-30,360.24,373.64,3.719742393959576,Terça-feira
Aave,2021-03-31,373.83,377.01,0.8506540406066947,Quarta-feira
Aave,2021-04-01,377.18,377.61,0.11400392385598568,Quinta-feira
Aave,2021-04-02,377.51,406.69,7.72959656697836,Sexta-feira
Aave,2021-04-03,406.88,385.42,-5.274282343688552,Sábado
Aave,2021-04-04,385.53,404.31,4.8712162477628285,Domingo
Aave,2021-04-05,404.39,397.92,-1.599940651351411,Segunda-feira
Aave,2021-04-06,398.23,383.99,-3.5758230168495615,Terça-feira
Aave,2021-04-07,384.01,351.0,-8.596130309106531,Quarta-feira
Aave,2021-04-08,351.39,377.93,7.552861492928092,Quinta-feira
Aave,2021-04-09,377.93,359.48,-4.881856428439126,Sexta-feira
Aave,2021-04-10,359.37,367.26,2.1955088070790514,Sábado
Aave,2021-04-11,367.49,373.38,1.602764701080298,Domingo
Aave,2021-04-12,372.46,396.54,6.465123771680192,Segunda-feira
Aave,2021-04-13,397.28,398.28,0.2517116391461941,Terça-feira
Aave,2021-04-14,398.21,430.42,8.088696918711243,Quarta-feira
Aave,2021-04-15,428.94,466.16,8.677204270993618,Quinta-feira
Aave,2021-04-16,466.27,442.19,-5.164389731271577,Sexta-feira
Aave,2021-04-17,441.31,430.17,-2.5243026443996253,Sábado
Aave,2021-04-18,430.18,382.08,-11.181365939839143,Domingo
Aave,2021-04-19,381.82,346.81,-9.169242051228325,Segunda-feira
Aave,2021-04-20,346.12,361.61,4.475326476366581,Terça-feira
Aave,2021-04-21,361.58,354.14,-2.057635931190884,Quarta-feira
Aave,2021-04-22,353.46,362.23,2.48118598992815,Quinta-feira
Aave,2021-04-23,361.73,345.66,-4.442540016034056,Sexta-feira
Aave,2021-04-24,345.77,317.5,-8.175955114671597,Sábado
Aave,2021-04-25,317.67,346.99,9.229703780652876,Domingo
Aave,2021-04-26,347.64,405.16,16.545852030836507,Segunda-feira
Aave,2021-04-27,405.54,440.22,8.551560881787248,Terça-feira
Aave,2021-04-28,440.6,460.35,4.482523831139355,Quarta-feira
Aave,2021-04-29,461.08,438.71,-4.851652641624014,Quinta-feira
Aave,2021-04-30,439.3,444.73,1.2360573639881645,Sexta-feira
Aave,2021-05-01,444.87,503.87,13.262301346460765,Sábado
Aave,2021-05-02,503.71,483.41,-4.030096682614988,Domingo
Aave,2021-05-03,482.07,519.07,7.675233887194817,Segunda-feira
Aave,2021-05-04,519.34,453.35,-12.70651211152617,Terça-feira
Aave,2021-05-05,452.66,480.03,6.046480802368212,Quarta-feira
Aave,2021-05-06,479.77,452.41,-5.702732559351347,Quinta-feira
Aave,2021-05-07,452.41,445.22,-1.5892663734223373,Sexta-feira
Aave,2021-05-08,445.22,466.32,4.739230043573955,Sábado
Aave,2021-05-09,466.57,459.59,-1.4960241764365514,Domingo
Aave,2021-05-10,459.3,433.05,-5.715218811234487,Segunda-feira
Aave,2021-05-11,433.16,457.18,5.545295041093356,Terça-feira
Aave,2021-05-12,457.4,490.58,7.254044599912551,Quarta-feira
Aave,2021-05-13,509.09,508.62,-0.09232159343141104,Quinta-feira
Aave,2021-05-14,508.92,594.56,16.827792187377177,Sexta-feira
Aave,2021-05-15,594.44,516.17,-13.167014332817455,Sábado
Aave,2021-05-16,515.71,526.21,2.0360280002326885,Domingo
Aave,2021-05-17,527.26,574.26,8.914008269165118,Segunda-feira
Aave,2021-05-18,572.22,632.27,10.494215511516542,Terça-feira
Aave,2021-05-19,629.23,418.37,-33.51079891295711,Quarta-feira
Aave,2021-05-20,412.88,468.81,13.546308854873088,Quinta-feira
Aave,2021-05-21,467.53,373.42,-20.129189570722726,Sexta-feira
Aave,2021-05-22,373.8,334.48,-10.51899411449973,Sábado
Aave,2021-05-23,335.39,295.09,-12.015862130653868,Domingo
Aave,2021-05-24,294.32,385.57,31.003669475400926,Segunda-feira
Aave,2021-05-25,386.97,371.38,-4.028736077732132,Terça-feira
Aave,2021-05-26,370.81,414.93,11.89827674550309,Quarta-feira
Aave,2021-05-27,415.2,369.98,-10.89113680154142,Quinta-feira
Aave,2021-05-28,371.61,320.38,-13.785958397244427,Sexta-feira
Aave,2021-05-29,319.96,297.9,-6.894611826478311,Sábado
Aave,2021-05-30,297.75,325.15,9.202350965575139,Domingo
Aave,2021-05-31,324.58,383.08,18.023291638425043,Segunda-feira
Aave,2021-06-01,382.43,372.87,-2.4998038856784257,Terça-feira
Aave,2021-06-02,372.91,384.4,3.0811724008473766,Quarta-feira
Aave,2021-06-03,384.44,397.5,3.397149099989596,Quinta-feira
Aave,2021-06-04,398.55,373.88,-6.189938527160963,Sexta-feira
Aave,2021-06-05,373.4,356.67,-4.480449919657194,Sábado
Aave,2021-06-06,356.8,365.66,2.483183856502246,Domingo
Aave,2021-06-07,365.47,333.88,-8.64366432265303,Segunda-feira
Aave,2021-06-08,334.94,331.02,-1.170358870245422,Terça-feira
Aave,2021-06-09,330.01,338.6,2.602951425714382,Quarta-feira
Aave,2021-06-10,339.01,310.15,-8.513023214654439,Quinta-feira
Aave,2021-06-11,310.25,285.08,-8.112812248186952,Sexta-feira
Aave,2021-06-12,285.44,278.51,-2.4278307174887916,Sábado
Aave,2021-06-13,278.74,317.13,13.772691397000782,Domingo
Aave,2021-06-14,316.28,317.9,0.5122043758694842,Segunda-feira
Aave,2021-06-15,319.4,319.76,0.11271133375078701,Terça-feira
Aave,2021-06-16,311.93,290.27,-6.943865610874242,Quarta-feira
Aave,2021-06-17,290.3,292.91,0.899069927661045,Quinta-feira
Aave,2021-06-18,293.53,264.35,-9.94106224236022,Sexta-feira
Aave,2021-06-19,265.4,256.36,-3.4061793519216144,Sábado
Aave,2021-06-20,255.24,273.5,7.154051089170972,Domingo
Aave,2021-06-21,272.92,212.99,-21.958815770189066,Segunda-feira
Aave,2021-06-22,212.56,205.75,-3.203801279638691,Terça-feira
Aave,2021-06-23,206.03,214.09,3.912051642964618,Quarta-feira
Aave,2021-06-24,207.66,210.86,1.540980448810564,Quinta-feira
Aave,2021-06-25,211.2,187.17,-11.37784090909091,Sexta-feira
Aave,2021-06-26,187.07,186.97,-0.053455925589348544,Sábado
Aave,2021-06-27,187.31,202.68,8.205648390368909,Domingo
Aave,2021-06-28,202.76,226.37,11.644308542118768,Segunda-feira
Aave,2021-06-29,227.0,236.77,4.303964757709256,Terça-feira
Aave,2021-06-30,238.12,250.39,5.15286410213337,Quarta-feira
Aave,2021-07-01,250.71,231.63,-7.6103865023333785,Quinta-feira
Aave,2021-07-02,230.81,233.95,1.3604263246826336,Sexta-feira
Aave,2021-07-03,234.21,259.66,10.86631655352035,Sábado
Aave,2021-07-04,259.4,277.04,6.80030840400927,Domingo
Aave,2021-07-05,277.11,307.83,11.085850384323903,Segunda-feira
Aave,2021-07-06,308.0,316.9,2.8896103896103824,Terça-feira
Binance Coin,2017-07-26,0.11,0.11,0.0,Quarta-feira
Binance Coin,2017-07-27,0.11,0.11,0.0,Quinta-feira
Binance Coin,2017-07-28,0.11,0.1,-9.090909090909086,Sexta-feira
Binance Coin,2017-07-29,0.1,0.11,9.999999999999995,Sábado
Binance Coin,2017-07-30,0.11,0.11,0.0,Domingo
Binance Coin,2017-07-31,0.11,0.1,-9.090909090909086,Segunda-feira
Binance Coin,2017-08-01,0.1,0.1,0.0,Terça-feira
Binance Coin,2017-08-02,0.1,0.1,0.0,Quarta-feira
Binance Coin,2017-08-03,0.1,0.11,9.999999999999995,Quinta-feira
Binance Coin,2017-08-04,0.11,0.11,0.0,Sexta-feira
Binance Coin,2017-08-05,0.11,0.13,18.181818181818183,Sábado
Binance Coin,2017-08-06,0.13,0.13,0.0,Domingo
Binance Coin,2017-08-07,0.13,0.15,15.384615384615378,Segunda-feira
Binance Coin,2017-08-08,0.15,0.22,46.66666666666667,Terça-feira
Binance Coin,2017-08-09,0.22,0.24,9.090909090909086,Quarta-feira
Binance Coin,2017-08-10,0.25,0.35,39.99999999999999,Quinta-feira
Binance Coin,2017-08-11,0.35,0.39,11.42857142857144,Sexta-feira
Binance Coin,2017-08-12,0.39,0.45,15.384615384615383,Sábado
Binance Coin,2017-08-13,0.45,0.88,95.55555555555554,Domingo
Binance Coin,2017-08-14,0.87,1.3,49.425287356321846,Segunda-feira
Binance Coin,2017-08-15,1.33,1.06,-20.30075187969925,Terça-feira
Binance Coin,2017-08-16,1.12,1.44,28.57142857142855,Quarta-feira
Binance Coin,2017-08-17,1.44,1.97,36.80555555555556,Quinta-feira
Binance Coin,2017-08-18,1.93,2.38,23.316062176165804,Sexta-feira
Binance Coin,2017-08-19,2.33,2.09,-10.300429184549365,Sábado
Binance Coin,2017-08-20,2.11,2.5,18.48341232227489,Domingo
Binance Coin,2017-08-21,2.43,2.7,11.11111111111111,Segunda-feira
Binance Coin,2017-08-22,2.72,2.49,-8.455882352941176,Terça-feira
Binance Coin,2017-08-23,2.47,2.58,4.453441295546553,Quarta-feira
Binance Coin,2017-08-24,2.63,2.38,-9.505703422053232,Quinta-feira
Binance Coin,2017-08-25,2.39,2.5,4.6025104602510405,Sexta-feira
Binance Coin,2017-08-26,2.53,2.17,-14.229249011857704,Sábado
Binance Coin,2017-08-27,2.18,2.01,-7.798165137614696,Domingo
Binance Coin,2017-08-28,2.02,2.04,0.990099009900991,Segunda-feira
Binance Coin,2017-08-29,2.11,2.33,10.4265402843602,Terça-feira
Binance Coin,2017-08-30,2.28,2.35,3.070175438596504,Quarta-feira
Binance Coin,2017-08-31,2.33,2.2,-5.579399141630897,Quinta-feira
Binance Coin,2017-09-01,2.2,2.38,8.181818181818167,Sexta-feira
Binance Coin,2017-09-02,2.5,1.99,-20.400000000000002,Sábado
Binance Coin,2017-09-03,1.93,1.58,-18.13471502590673,Domingo
Binance Coin,2017-09-04,1.58,1.05,-33.54430379746836,Segunda-feira
Binance Coin,2017-09-05,1.03,0.97,-5.825242718446607,Terça-feira
Binance Coin,2017-09-06,0.99,1.09,10.101010101010111,Quarta-feira
Binance Coin,2017-09-07,1.03,1.37,33.00970873786409,Quinta-feira
Binance Coin,2017-09-08,1.4,1.01,-27.857142857142854,Sexta-feira
Binance Coin,2017-09-09,1.01,0.99,-1.980198019801982,Sábado
Binance Coin,2017-09-10,0.98,0.94,-4.081632653061228,Domingo
Binance Coin,2017-09-11,0.95,1.03,8.421052631578956,Segunda-feira
Binance Coin,2017-09-12,1.03,1.04,0.9708737864077678,Terça-feira
Binance Coin,2017-09-13,1.04,0.94,-9.615384615384624,Quarta-feira
Binance Coin,2017-09-14,0.94,0.68,-27.659574468085097,Quinta-feira
Binance Coin,2017-09-15,0.68,0.8,17.64705882352941,Sexta-feira
Binance Coin,2017-09-16,0.81,0.8,-1.234567901234569,Sábado
Binance Coin,2017-09-17,0.8,0.79,-1.250000000000001,Domingo
Binance Coin,2017-09-18,0.79,0.91,15.189873417721516,Segunda-feira
Binance Coin,2017-09-19,0.91,0.8,-12.087912087912086,Terça-feira
Binance Coin,2017-09-20,0.82,0.75,-8.536585365853654,Quarta-feira
Binance Coin,2017-09-21,0.76,0.7,-7.89473684210527,Quinta-feira
Binance Coin,2017-09-22,0.7,0.72,2.85714285714286,Sexta-feira
Binance Coin,2017-09-23,0.72,0.77,6.94444444444445,Sábado
Binance Coin,2017-09-24,0.78,0.78,0.0,Domingo
Binance Coin,2017-09-25,0.78,0.92,17.94871794871795,Segunda-feira
Binance Coin,2017-09-26,0.92,0.86,-6.521739130434788,Terça-feira
Binance Coin,2017-09-27,0.86,1.14,32.558139534883715,Quarta-feira
Binance Coin,2017-09-28,1.15,1.38,20.0,Quinta-feira
Binance Coin,2017-09-29,1.37,1.27,-7.299270072992707,Sexta-feira
Binance Coin,2017-09-30,1.27,1.28,0.7874015748031503,Sábado
Binance Coin,2017-10-01,1.28,1.53,19.53125,Domingo
Binance Coin,2017-10-02,1.53,1.96,28.10457516339869,Segunda-feira
Binance Coin,2017-10-03,1.97,1.82,-7.614213197969538,Terça-feira
Binance Coin,2017-10-04,1.85,1.6,-13.513513513513512,Quarta-feira
Binance Coin,2017-10-05,1.63,1.68,3.06748466257669,Quinta-feira
Binance Coin,2017-10-06,1.68,1.58,-5.952380952380945,Sexta-feira
Binance Coin,2017-10-07,1.61,1.58,-1.8633540372670823,Sábado
Binance Coin,2017-10-08,1.58,1.22,-22.784810126582283,Domingo
Binance Coin,2017-10-09,1.21,1.4,15.70247933884297,Segunda-feira
Binance Coin,2017-10-10,1.43,1.39,-2.7972027972028,Terça-feira
Binance Coin,2017-10-11,1.4,1.43,2.142857142857145,Quarta-feira
Binance Coin,2017-10-12,1.43,1.34,-6.293706293706284,Quinta-feira
Binance Coin,2017-10-13,1.34,1.44,7.462686567164169,Sexta-feira
Binance Coin,2017-10-14,1.47,1.54,4.761904761904766,Sábado
Binance Coin,2017-10-15,1.5,1.56,4.0000000000000036,Domingo
Binance Coin,2017-10-16,1.56,1.44,-7.692307692307699,Segunda-feira
Binance Coin,2017-10-17,1.44,1.39,-3.472222222222225,Terça-feira
Binance Coin,2017-10-18,1.39,1.33,-4.316546762589916,Quarta-feira
Binance Coin,2017-10-19,1.33,1.28,-3.7593984962406046,Quinta-feira
Binance Coin,2017-10-20,1.28,1.24,-3.1250000000000027,Sexta-feira
Binance Coin,2017-10-21,1.24,1.25,0.8064516129032264,Sábado
Binance Coin,2017-10-22,1.26,1.21,-3.9682539682539715,Domingo
Binance Coin,2017-10-23,1.23,1.18,-4.065040650406507,Segunda-feira
Binance Coin,2017-10-24,1.18,1.25,5.932203389830514,Terça-feira
Binance Coin,2017-10-25,1.24,1.25,0.8064516129032264,Quarta-feira
Binance Coin,2017-10-26,1.26,1.21,-3.9682539682539715,Quinta-feira
Binance Coin,2017-10-27,1.21,1.17,-3.305785123966945,Sexta-feira
Binance Coin,2017-10-28,1.18,1.15,-2.5423728813559343,Sábado
Binance Coin,2017-10-29,1.18,1.24,5.084745762711869,Domingo
Binance Coin,2017-10-30,1.23,1.31,6.504065040650413,Segunda-feira
Binance Coin,2017-10-31,1.34,1.31,-2.2388059701492558,Terça-feira
Binance Coin,2017-11-01,1.34,1.26,-5.970149253731348,Quarta-feira
Binance Coin,2017-11-02,1.26,1.3,3.174603174603177,Quinta-feira
Binance Coin,2017-11-03,1.29,1.46,13.178294573643404,Sexta-feira
Binance Coin,2017-11-04,1.46,1.64,12.328767123287667,Sábado
Binance Coin,2017-11-05,1.64,1.52,-7.317073170731701,Domingo
Binance Coin,2017-11-06,1.53,1.57,2.6143790849673225,Segunda-feira
Binance Coin,2017-11-07,1.57,1.81,15.286624203821656,Terça-feira
Binance Coin,2017-11-08,1.8,2.03,12.777777777777763,Quarta-feira
Binance Coin,2017-11-09,2.05,1.99,-2.9268292682926753,Quinta-feira
Binance Coin,2017-11-10,2.01,1.8,-10.44776119402984,Sexta-feira
Binance Coin,2017-11-11,1.79,1.67,-6.703910614525145,Sábado
Binance Coin,2017-11-12,1.67,1.52,-8.982035928143707,Domingo
Binance Coin,2017-11-13,1.53,1.69,10.457516339869276,Segunda-feira
Binance Coin,2017-11-14,1.69,1.59,-5.9171597633136015,Terça-feira
Binance Coin,2017-11-15,1.59,1.53,-3.7735849056603805,Quarta-feira
Binance Coin,2017-11-16,1.56,1.58,1.2820512820512833,Quinta-feira
Binance Coin,2017-11-17,1.58,1.51,-4.430379746835446,Sexta-feira
Binance Coin,2017-11-18,1.51,1.67,10.596026490066219,Sábado
Binance Coin,2017-11-19,1.67,1.61,-3.592814371257475,Domingo
Binance Coin,2017-11-20,1.63,1.62,-0.6134969325153244,Segunda-feira
